,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
23787,HA,8,HNL,LAS,5.0,1375.0,345.0,1
23788,AS,564,PDX,LAX,6.0,700.0,140.0,1
23789,AA,1334,SJU,BOS,,,,0
23790,YV,7308,IAD,JAX,,,117.0,0
23791,B6,661,SYR,MCO,,420.0,178.0,0
23792,AS,657,PHX,PDX,,,,0
23793,AA,642,SAT,DFW,5.0,,70.0,0
23794,WN,474,BNA,LAS,2.0,865.0,,0
23795,OO,4499,BOI,SLC,,,,0
23796,EV,5482,CRW,ATL,6.0,,92.0,0
23797,F9,402,LAX,DEN,,,,1
23798,AS,502,SEA,SNA,,390.0,,0
23799,AA,2060,SEA,ORD,,360.0,,0
23800,US,1776,FLL,CLT,3.0,,117.0,0
23801,US,2132,LGA,BOS,,,72.0,0
23802,DL,1248,IAH,ATL,6.0,,127.0,0
23803,US,1656,CLT,PBI,5.0,564.0,,0
23804,9E,3959,DTW,MDW,,,,1
23805,WN,894,ORF,BWI,4.0,,55.0,0
23806,OH,6372,DTW,PIT,1.0,605.0,79.0,0
23807,US,1649,DCA,TPA,7.0,,144.0,1
23808,WN,777,HOU,SAN,5.0,1095.0,210.0,1
23809,YV,7299,IAD,PVD,,,79.0,1
23810,OO,4815,LAS,LAX,,,,1
23811,US,1401,CLT,FLL,2.0,975.0,,1
23812,9E,3872,DTW,PIA,2.0,,,0
23813,US,353,SNA,PHX,2.0,760.0,76.0,0
23814,DL,1080,ATL,CLT,2.0,905.0,77.0,0
23815,UA,583,DFW,DEN,7.0,1173.0,,0
23816,AA,2463,ORD,MCI,6.0,,90.0,0
23817,AA,20,SFO,JFK,,885.0,325.0,1
23818,DL,2684,MIA,DCA,6.0,,142.0,0
23819,EV,5114,BTR,ATL,,1091.0,,1
23820,US,1457,CLT,FLL,,,,0
23821,OH,6693,DTW,SDF,,,,1
23822,OO,6958,ORD,CWA,,715.0,58.0,1
23823,UA,48,OGG,LAX,6.0,,320.0,0
23824,YV,7259,ORD,MCI,4.0,,,0
23825,FL,55,ATL,LAX,6.0,,315.0,1
23826,DL,1096,ATL,STL,4.0,,111.0,1
23827,B6,381,LGA,FLL,6.0,,185.0,0
23828,OO,6573,DEN,HDN,,695.0,,1
23829,WN,797,MDW,TPA,,,160.0,1
23830,CO,312,EWR,BQN,6.0,1229.0,222.0,1
23831,WN,3074,MHT,MCO,,820.0,,1
23832,9E,4034,DTW,MDW,3.0,,,0
23833,AA,504,SJC,DFW,,740.0,205.0,0
23834,OO,6417,SMX,LAX,2.0,696.0,57.0,1
23835,OH,6544,JFK,BUF,,,,0
23836,OO,4640,MSP,RAP,,,,1
23837,OO,6655,EAU,ORD,,,,0
23838,OO,7001,ORD,CRW,4.0,,,1
23839,AA,1026,DFW,MCI,4.0,425.0,95.0,0
23840,AS,184,FAI,ANC,,720.0,64.0,0
23841,XE,5930,MCI,ORD,4.0,,,0
23842,FL,217,MKE,RSW,,925.0,,1
23843,WN,2482,MDW,AUS,5.0,1110.0,170.0,1
23844,WN,3086,BNA,RDU,7.0,,,1
23845,OO,6961,DEN,LNK,1.0,,,0
23846,US,1519,CLT,PHX,,,,0
23847,OO,6676,FAT,DEN,,,,0
23848,WN,1296,SAN,PHX,1.0,,,0
23849,AA,1533,ATL,DFW,1.0,415.0,150.0,0
23850,OO,6906,DEN,BUR,5.0,,,1
23851,DL,1461,RSW,DTW,,710.0,,0
23852,UA,563,PHL,ORD,1.0,999.0,,0
23853,MQ,2744,DFW,FAY,,1140.0,,0
23854,AA,1885,DFW,FAT,6.0,,215.0,1
23855,UA,304,MCO,IAD,6.0,997.0,,0
23856,OH,6333,ROC,DTW,,,86.0,0
23857,CO,693,MCO,EWR,3.0,623.0,,1
23858,MQ,3898,DCA,ORD,3.0,,,1
23859,WN,1251,DEN,SAT,7.0,,,1
23860,XE,2109,EWR,DTW,,870.0,119.0,0
23861,AA,863,MIA,SJU,6.0,760.0,145.0,1
23862,OO,6688,ICT,DEN,,595.0,,0
23863,WN,2903,AUS,DAL,,,55.0,1
23864,AA,2549,JFK,MCO,1.0,,,1
23865,WN,1217,OAK,LAX,4.0,,75.0,1
23866,OO,6537,DRO,DEN,,,76.0,1
23867,DL,1086,MEM,ATL,5.0,555.0,84.0,0
23868,WN,1775,PHL,PVD,3.0,,70.0,1
23869,AA,1426,DFW,SAT,4.0,925.0,,1
23870,FL,9,MCO,SJU,,700.0,159.0,0
23871,CO,477,RSW,EWR,5.0,666.0,,1
23872,AA,2547,JFK,MCO,7.0,,180.0,0
23873,OO,4887,MSP,MSN,5.0,,63.0,0
23874,AA,1543,BNA,DFW,,515.0,,0
23875,US,1437,CLT,LAX,,,,0
23876,WN,45,HOU,BWI,2.0,,,1
23877,AA,518,MIA,JFK,,425.0,,0
23878,EV,5568,ATL,PIT,,661.0,,1
23879,US,1890,CLT,EWR,5.0,1090.0,118.0,1
23880,WN,2482,IAD,MDW,6.0,,,1
23881,US,634,SJC,PHX,,750.0,,0
23882,US,1465,MHT,PHL,3.0,,,0
23883,DL,1891,ATL,TPA,5.0,,97.0,0
23884,WN,1636,OKC,BWI,,525.0,165.0,1
23885,OO,3076,IND,MKE,4.0,,,1
23886,CO,301,EWR,FLL,,809.0,186.0,1
23887,US,2136,LGA,BOS,,1020.0,,0
23888,OO,6395,ORD,ELP,,,,1
23889,AA,1223,FLL,DFW,3.0,,195.0,0
23890,DL,2077,BDL,DTW,,,128.0,1
23891,WN,346,SLC,PHX,4.0,,,1
23892,B6,1411,MCO,AUS,,775.0,169.0,1
23893,OO,4745,SLC,ONT,5.0,665.0,,1
23894,WN,2049,TUS,SAN,2.0,,75.0,1
23895,UA,720,SFO,DEN,,867.0,,1
23896,US,1450,SFO,CLT,1.0,15.0,,0
23897,US,1269,JFK,CLT,,380.0,120.0,1
23898,WN,1923,ABQ,SLC,1.0,,95.0,1
23899,XE,2883,BOS,CLE,,,,0
23900,XE,2862,IAH,MKE,3.0,,,0
23901,CO,32,MSY,IAH,,,74.0,1
23902,B6,748,SJU,MCO,,,,0
23903,OH,6332,CLE,CVG,4.0,430.0,,0
23904,UA,88,SFO,EWR,6.0,900.0,329.0,1
23905,MQ,4435,RDU,DCA,,990.0,,0
23906,UA,732,ORD,JAX,5.0,,,0
23907,DL,2357,MSP,ABQ,,,159.0,0
23908,DL,1989,PHL,DTW,,,,0
23909,AA,354,ORD,LGA,,,,1
23910,DL,1238,AUS,ATL,4.0,785.0,132.0,1
23911,DL,1603,ATL,LAS,,,,1
23912,MQ,4217,OKC,ORD,4.0,,,1
23913,WN,2015,MHT,MCO,7.0,1055.0,200.0,0
23914,DL,1242,ATL,SRQ,,665.0,,0
23915,AA,2258,SAT,DFW,4.0,,65.0,0
23916,MQ,3879,ORD,DCA,2.0,905.0,105.0,0
23917,WN,2466,MDW,BUF,,,,1
23918,EV,7083,IAD,ROA,,,60.0,0
23919,WN,182,STL,SAN,,1205.0,,1
23920,XE,2157,EWR,JAX,,720.0,154.0,0
23921,B6,713,JFK,SJU,,,224.0,0
23922,WN,945,PHL,RDU,,675.0,80.0,0
23923,EV,5530,GTR,ATL,6.0,667.0,73.0,0
23924,OO,6579,ASE,DEN,,947.0,48.0,0
23925,US,647,PHX,ONT,5.0,,78.0,1
23926,AS,463,LAX,SEA,,,162.0,0
23927,AA,1602,ELP,DFW,3.0,360.0,,0
23928,DL,165,JFK,LAX,2.0,,394.0,1
23929,DL,1040,COS,ATL,,,,0
23930,AA,761,ORD,STL,,,,0
23931,DL,1192,SLC,DCA,3.0,,,1
23932,MQ,3067,LAX,MRY,7.0,605.0,65.0,1
23933,EV,7079,IAD,CAE,5.0,745.0,,0
23934,B6,427,BOS,PBI,,,,1
23935,AS,665,DFW,SEA,2.0,,267.0,0
23936,XE,3079,CLE,STL,,1075.0,95.0,0
23937,AA,716,ORD,MCO,,,155.0,1
23938,EV,5011,ROA,DTW,4.0,360.0,98.0,1
23939,WN,183,DEN,MDW,3.0,360.0,,1
23940,US,1764,CLT,DCA,,1077.0,74.0,0
23941,DL,2198,MSP,DTW,,500.0,,0
23942,US,542,SJC,PHX,,380.0,113.0,0
23943,US,942,SFO,CLT,,1340.0,284.0,0
23944,EV,5549,ATL,AVL,4.0,,57.0,1
23945,HA,529,OGG,HNL,6.0,,,0
23946,YV,7269,ATL,IAD,,,110.0,0
23947,OH,6281,JAX,DCA,5.0,,,0
23948,UA,781,DEN,LAX,,,156.0,0
23949,OO,4471,MSP,IAH,,,,0
23950,UA,537,BOS,SFO,,,413.0,1
23951,MQ,2709,DFW,PIA,,,110.0,0
23952,MQ,4327,ORD,TVC,,1105.0,65.0,0
23953,CO,1829,SFO,EWR,,1310.0,,0
23954,OH,6520,LGA,BHM,,1290.0,165.0,1
23955,US,1990,CLT,IND,5.0,,105.0,0
23956,AA,2397,JFK,EGE,5.0,,,1
23957,FL,406,ATL,IND,,,,0
23958,B6,1417,AUS,LGB,1.0,1050.0,195.0,1
23959,B6,460,FLL,BOS,,1255.0,175.0,0
23960,EV,5472,ATL,SYR,6.0,575.0,129.0,0
23961,OO,6555,DEN,GJT,4.0,494.0,,0
23962,B6,402,MSY,BOS,,879.0,,0
23963,UA,576,SEA,DEN,,,159.0,0
23964,F9,674,DEN,MCO,3.0,,,0
23965,DL,1163,EWR,DTW,1.0,420.0,128.0,0
23966,9E,4041,MEM,TUL,4.0,815.0,86.0,0
23967,YV,2730,PHX,LGB,2.0,710.0,81.0,0
23968,MQ,3617,MIA,IND,,,165.0,0
23969,DL,2852,DAB,ATL,,1080.0,99.0,0
23970,US,742,FLL,PHL,4.0,,,1
23971,XE,2399,IAH,BTR,,,,0
23972,XE,3082,IAH,SDF,,,124.0,0
23973,OO,6924,SFO,RDD,,1285.0,,0
23974,EV,5188,ATL,DSM,,,,1
23975,UA,990,ORD,IAD,,1096.0,109.0,0
23976,WN,29,STL,MCO,,,,1
23977,OO,7020,DEN,COS,4.0,1215.0,35.0,0
23978,WN,491,HOU,SAT,,890.0,55.0,1
23979,CO,556,LAX,CLE,,645.0,,1
23980,CO,172,HNL,LAX,5.0,890.0,335.0,0
23981,DL,2144,DTW,DCA,,,91.0,0
23982,AA,372,SJU,TPA,,1245.0,180.0,1
23983,WN,1360,MSY,HOU,,,,0
23984,DL,1657,CVG,ATL,3.0,435.0,105.0,0
23985,9E,3708,SAV,ATL,,1091.0,89.0,1
23986,OO,6510,SMF,LAX,2.0,,83.0,0
23987,AA,617,DFW,SAN,1.0,755.0,,1
23988,9E,4043,GRR,MEM,4.0,710.0,,1
23989,AA,1214,STL,LGA,,665.0,145.0,0
23990,B6,690,DCA,BOS,,1200.0,,1
23991,FL,709,ATL,DAY,2.0,,87.0,0
23992,MQ,4021,ORD,CMI,7.0,720.0,50.0,0
23993,DL,1686,ATL,LGA,,,,0
23994,OO,4646,SLC,STL,6.0,,175.0,1
23995,9E,3914,DTW,MBS,,,,1
23996,WN,2873,ONT,SJC,,,70.0,1
23997,WN,2899,GEG,PDX,,,70.0,1
23998,YV,7219,IAD,BDL,,525.0,,0
23999,US,1978,CLT,EWR,2.0,1205.0,,1
24000,XE,2358,IAH,DTW,6.0,980.0,,1
24001,WN,1657,RDU,BNA,3.0,1125.0,95.0,1
24002,US,1047,CLT,MCI,4.0,,,0
24003,DL,1202,PBI,ATL,6.0,738.0,,0
24004,B6,1310,IAD,JFK,1.0,,83.0,1
24005,US,1524,CLT,SYR,7.0,990.0,,1
24006,WN,2292,CMH,TPA,5.0,705.0,135.0,1
24007,MQ,4011,JAX,ORD,,775.0,165.0,0
24008,AS,19,MCO,SEA,6.0,,385.0,1
24009,YV,2703,CLT,CHS,4.0,564.0,61.0,0
24010,OO,6415,LAX,SBP,,1365.0,,0
24011,WN,2720,MCO,BWI,1.0,,125.0,0
24012,MQ,4176,CMH,ORD,,360.0,80.0,0
24013,B6,107,BUF,JFK,6.0,350.0,83.0,0
24014,F9,400,LAX,DEN,,545.0,,1
24015,MQ,4110,MDT,ORD,,450.0,,0
24016,FL,255,ATL,FNT,,941.0,114.0,1
24017,XE,2723,IAH,OKC,,450.0,,0
24018,MQ,2941,DFW,PNS,,,100.0,1
24019,AA,1634,ORD,STL,1.0,1095.0,65.0,1
24020,AA,2206,DFW,IAD,,1040.0,160.0,0
24021,WN,2466,ONT,PHX,2.0,,70.0,1
24022,WN,969,BWI,MDW,,,125.0,1
24023,EV,5257,DHN,ATL,,,67.0,0
24024,XE,2277,IAH,BRO,6.0,,,1
24025,US,81,SFO,PHX,5.0,360.0,111.0,0
24026,9E,4026,ATL,IAH,1.0,,,0
24027,XE,2066,RIC,IAH,5.0,875.0,,1
24028,AS,92,ANC,SEA,,870.0,,1
24029,US,1014,CLT,ORD,,971.0,124.0,0
24030,AA,710,DFW,LGA,3.0,555.0,,1
24031,9E,4190,DTW,BHM,5.0,,123.0,1
24032,AA,711,FLL,ORD,6.0,725.0,200.0,1
24033,MQ,2789,DFW,SGF,5.0,1065.0,75.0,0
24034,UA,243,MSP,DEN,5.0,,,0
24035,YV,2930,PHX,ABQ,,,68.0,1
24036,UA,728,ORD,BOS,,,,0
24037,UA,267,ORD,DEN,7.0,715.0,,1
24038,9E,3997,MLI,MEM,2.0,370.0,96.0,0
24039,MQ,2992,CYS,DFW,5.0,,,0
24040,WN,2812,MDW,MCI,7.0,,95.0,1
24041,AA,581,DCA,STL,4.0,,,0
24042,US,235,DTW,CLT,2.0,510.0,106.0,1
24043,UA,204,SEA,SFO,,,127.0,0
24044,EV,5406,CVG,DCA,,959.0,,0
24045,US,768,BOS,PHL,7.0,870.0,,1
24046,FL,119,ATL,TPA,6.0,,,1
24047,EV,5538,OMA,ATL,,322.0,153.0,0
24048,AA,1103,ORD,STL,,590.0,,0
24049,OO,4490,SLC,PSC,3.0,1210.0,,1
24050,OH,6436,CVG,ORD,5.0,1135.0,90.0,0
24051,OO,6574,SFO,SMF,,775.0,43.0,1
24052,OO,6484,GEG,SEA,,,,1
24053,AA,595,ATL,MIA,1.0,,115.0,0
24054,DL,2363,JFK,LAX,,1020.0,,0
24055,DL,303,MCO,SLC,,,,0
24056,OO,6637,MLI,DEN,3.0,1169.0,,0
24057,B6,345,JFK,SRQ,,477.0,183.0,1
24058,WN,2807,OMA,DEN,2.0,440.0,100.0,0
24059,AS,328,SEA,SJC,7.0,,126.0,0
24060,MQ,4196,ORD,BWI,3.0,,120.0,0
24061,WN,1842,MDW,SEA,,1155.0,285.0,1
24062,CO,799,IAH,DEN,,,,1
24063,EV,5222,ATL,BTR,,,98.0,0
24064,AA,2246,LAX,AUS,7.0,,,1
24065,OO,6894,LAX,RNO,,1354.0,,0
24066,WN,341,SEA,LAS,5.0,,145.0,0
24067,US,44,PHX,DCA,,587.0,252.0,0
24068,DL,2451,IAD,ATL,6.0,1130.0,125.0,1
24069,AA,2502,DFW,BNA,2.0,,,1
24070,YV,7278,JAX,ORD,5.0,,,0
24071,FL,76,FLL,ATL,6.0,,117.0,0
24072,US,1786,CLT,MHT,,1095.0,130.0,0
24073,AA,753,LGA,DFW,2.0,860.0,245.0,1
24074,OO,6956,RNO,DEN,4.0,890.0,,0
24075,UA,572,DEN,OMA,2.0,,,0
24076,UA,976,DEN,IAD,,950.0,,0
24077,OO,7001,ORD,CRW,,832.0,,1
24078,WN,2158,TPA,BWI,,,,1
24079,CO,500,IAH,IND,6.0,,136.0,1
24080,EV,5549,ATL,AVL,6.0,,57.0,0
24081,UA,560,SFO,SLC,,,,0
24082,XE,2775,EWR,AVL,2.0,538.0,,0
24083,OO,4647,GTF,SLC,,785.0,85.0,0
24084,CO,174,HNL,SNA,2.0,,,1
24085,B6,37,JFK,TPA,,470.0,176.0,0
24086,AA,1464,DFW,TUL,6.0,1245.0,55.0,1
24087,WN,1244,BWI,MHT,4.0,1050.0,,1
24088,US,1089,PHL,JAX,,940.0,136.0,0
24089,WN,278,CMH,LAS,5.0,,285.0,1
24090,DL,2310,DFW,ATL,2.0,,,0
24091,EV,5132,ATL,AGS,2.0,490.0,55.0,0
24092,US,1592,ATL,PHL,6.0,390.0,,0
24093,US,982,CLT,MSP,5.0,,170.0,0
24094,DL,1875,MSP,DFW,,,,0
24095,XE,2362,RIC,CLE,,,82.0,1
24096,WN,941,ISP,BWI,,,75.0,1
24097,B6,300,LGB,IAD,,,,1
24098,WN,1166,BWI,AUS,7.0,1060.0,235.0,1
24099,F9,427,ATL,DEN,4.0,1135.0,210.0,0
24100,AA,2222,SFO,DFW,2.0,,210.0,1
24101,XE,3031,CLT,IAH,,700.0,176.0,0
24102,DL,2473,ATL,MIA,,,,1
24103,EV,5484,ECP,ATL,,,,0
24104,DL,748,JAX,ATL,,695.0,75.0,1
24105,US,1570,FLL,PHL,,,,0
24106,OO,4752,ABQ,SLC,4.0,1138.0,102.0,1
24107,UA,991,IAD,ORD,2.0,475.0,130.0,0
24108,OO,4752,SLC,EUG,,,,1
24109,B6,1012,JFK,BOS,3.0,390.0,65.0,0
24110,FL,273,BOS,ATL,,519.0,,1
24111,WN,2285,ISP,MDW,5.0,980.0,,1
24112,OO,6821,SFO,RDD,3.0,515.0,64.0,0
24113,FL,468,ATL,BWI,,,,1
24114,OO,6267,SFO,FAT,,1051.0,,1
24115,WN,2392,PDX,SMF,,665.0,85.0,0
24116,XE,2492,IAH,RDU,,955.0,148.0,0
24117,DL,2801,BWI,MSP,7.0,,,1
24118,B6,439,BOS,MCO,6.0,,192.0,0
24119,CO,1877,PHL,IAH,,,223.0,0
24120,FL,857,ATL,MCO,,,92.0,1
24121,XE,2778,IAH,LIT,,,,0
24122,XE,2635,EWR,MHT,,491.0,,0
24123,AS,11,EWR,SEA,2.0,450.0,375.0,0
24124,MQ,4395,BNA,LGA,7.0,620.0,130.0,1
24125,FL,1150,IND,RSW,,454.0,156.0,0
24126,DL,2448,CVG,RSW,,,143.0,0
24127,FL,1588,MCO,BKG,,857.0,,0
24128,EV,5306,ATL,SBN,3.0,905.0,111.0,0
24129,YV,2649,LAX,LAS,,570.0,,0
24130,FL,134,TPA,ATL,,480.0,100.0,0
24131,9E,3883,ICT,MSP,,,115.0,0
24132,WN,1279,BWI,BDL,7.0,815.0,,1
24133,DL,1695,BUF,ATL,5.0,,140.0,1
24134,FL,901,PHF,ATL,5.0,,,0
24135,B6,134,RSW,JFK,,562.0,,1
24136,WN,1488,OMA,MDW,,590.0,80.0,1
24137,XE,2183,EWR,IND,,389.0,139.0,0
24138,DL,2147,LGA,ATL,3.0,,,1
24139,WN,1279,MCO,HOU,4.0,1125.0,155.0,1
24140,OO,6511,LAX,FAT,3.0,,57.0,1
24141,WN,1275,OAK,SEA,3.0,1115.0,125.0,1
24142,DL,689,ATL,RIC,,1050.0,,0
24143,WN,179,BWI,ALB,1.0,1235.0,,1
24144,AA,1613,ORD,SFO,1.0,810.0,,1
24145,EV,5011,ROA,DTW,1.0,360.0,,0
24146,EV,5357,ATL,MOB,,890.0,79.0,0
24147,XE,2556,MSP,EWR,,,,1
24148,WN,405,BWI,BUF,4.0,,,1
24149,XE,2488,CLT,EWR,4.0,1202.0,117.0,0
24150,OO,6349,RDM,PDX,,,45.0,1
24151,MQ,4482,RDU,DCA,,500.0,,1
24152,XE,3147,DCA,CLE,3.0,885.0,70.0,0
24153,CO,504,EWR,CLT,,400.0,118.0,0
24154,DL,2164,MSP,DCA,7.0,1155.0,142.0,1
24155,9E,3738,ATL,HOU,,,,0
24156,AA,1395,TPA,DFW,,865.0,,1
24157,DL,1878,SAV,ATL,,453.0,,1
24158,AA,835,IND,DFW,,900.0,,0
24159,DL,2854,TPA,MSP,,,,0
24160,WN,1943,DEN,TUS,2.0,1230.0,115.0,1
24161,9E,4210,MEM,STL,,1180.0,,0
24162,MQ,3282,DFW,JAN,3.0,760.0,,0
24163,UA,968,LAS,ORD,4.0,1416.0,213.0,0
24164,WN,41,SJC,LAX,2.0,515.0,70.0,0
24165,DL,1234,SLC,SNA,6.0,,,1
24166,WN,1517,BWI,TPA,6.0,645.0,,1
24167,FL,198,ATL,DCA,4.0,861.0,,0
24168,AA,1196,LAX,ORD,4.0,585.0,,0
24169,WN,2525,BHM,MCO,,1210.0,,0
24170,MQ,2748,DFW,GSP,,,,0
24171,DL,2806,MSP,MIA,,,,0
24172,WN,586,SMF,ONT,4.0,495.0,,1
24173,WN,3752,BDL,BWI,7.0,1060.0,75.0,0
24174,DL,2471,ATL,BZN,3.0,,258.0,0
24175,UA,242,ORD,PVD,2.0,,,0
24176,UA,866,LAS,ORD,,,,0
24177,B6,247,OAK,LGB,,360.0,77.0,1
24178,US,634,SJC,PHX,,,,1
24179,DL,1681,EWR,DTW,,,,0
24180,DL,724,SNA,ATL,,660.0,,0
24181,WN,28,ECP,HOU,3.0,630.0,115.0,1
24182,AA,437,DCA,MIA,,,160.0,0
24183,DL,1537,ATL,MDW,1.0,1035.0,117.0,1
24184,US,945,CLT,JAX,,,85.0,0
24185,DL,1232,STL,SLC,7.0,480.0,202.0,0
24186,FL,221,MKE,ATL,4.0,,121.0,0
24187,CO,410,IAH,EWR,7.0,1247.0,194.0,1
24188,B6,594,MCO,HPN,5.0,,,0
24189,AS,867,SEA,OGG,6.0,,369.0,0
24190,WN,2958,SAT,LAX,,,,1
24191,AA,1886,MIA,MCO,4.0,900.0,60.0,0
24192,XE,5946,ORD,MCI,,1205.0,,1
24193,XE,2189,IAH,DAL,,,,0
24194,FL,691,SRQ,ATL,5.0,749.0,94.0,0
24195,DL,1598,FLL,LGA,,830.0,,0
24196,UA,500,SFO,PHX,5.0,,,0
24197,DL,2642,ATL,EWR,6.0,,,0
24198,DL,10,TPA,ATL,7.0,,96.0,1
24199,AA,461,BDL,MIA,2.0,880.0,195.0,1
24200,9E,3670,ATL,TYS,,1219.0,,1
24201,AA,1662,LAS,ORD,,970.0,210.0,0
24202,WN,60,HOU,DAL,,,,1
24203,OH,6555,JFK,CLT,2.0,,144.0,0
24204,DL,1476,PBI,DTW,,,,0
24205,OO,6735,DEN,MSO,,629.0,,1
24206,CO,1507,TPA,IAH,4.0,550.0,138.0,0
24207,WN,1931,PHL,STL,,,,1
24208,US,1085,LAS,CLT,3.0,390.0,,1
24209,AA,438,TPA,MIA,1.0,,,0
24210,AA,460,DFW,CMH,,565.0,,0
24211,AA,1789,DFW,SAN,,,190.0,0
24212,MQ,3735,CLE,ORD,3.0,,,1
24213,UA,906,SFO,ORD,,,,1
24214,AA,1032,ONT,DFW,1.0,370.0,,0
24215,CO,1602,AUS,IAH,,1035.0,,0
24216,9E,3752,HOU,ATL,,571.0,129.0,0
24217,WN,222,SAN,PHX,,1225.0,70.0,1
24218,AS,885,PDX,KOA,,1060.0,,1
24219,OO,4491,SAN,LAX,6.0,,,1
24220,OO,4824,SLC,COS,2.0,,,1
24221,9E,4193,CVG,TYS,,980.0,,1
24222,AA,2096,DFW,BWI,,,170.0,1
24223,US,1124,CLT,LGA,2.0,1205.0,,0
24224,YV,2888,PHX,AUS,5.0,790.0,,0
24225,WN,1931,PHL,STL,,885.0,,1
24226,B6,119,JFK,MSY,,,213.0,1
24227,OH,6401,HTS,CVG,,,53.0,1
24228,YV,2635,DAB,CLT,,1004.0,,0
24229,UA,799,CLE,ORD,,,,0
24230,DL,2822,PHX,DTW,,,232.0,1
24231,AS,648,SEA,TUS,2.0,715.0,173.0,0
24232,EV,5590,BHM,ATL,2.0,,,0
24233,WN,742,SMF,SAN,7.0,,85.0,1
24234,WN,2450,TUS,LAS,7.0,795.0,,1
24235,OO,7797,SLC,SUN,,,,1
24236,HA,328,HNL,OGG,1.0,716.0,,0
24237,OO,6872,DEN,PHX,,,,1
24238,WN,3307,BDL,MDW,5.0,395.0,160.0,0
24239,MQ,2935,MSN,DFW,1.0,,160.0,0
24240,MQ,3900,ORD,BDL,7.0,725.0,,0
24241,XE,2472,JAX,EWR,,1030.0,144.0,1
24242,OO,6626,DEN,PSP,,680.0,,0
24243,AA,118,LAX,JFK,7.0,435.0,,1
24244,AA,149,IAD,LAX,2.0,550.0,,1
24245,YV,7278,AUS,ORD,4.0,,,0
24246,OO,4865,BZN,SLC,2.0,460.0,85.0,0
24247,DL,2539,DCA,ATL,,,,0
24248,WN,856,HOU,DEN,4.0,,150.0,1
24249,UA,903,IAD,DEN,5.0,980.0,239.0,1
24250,AA,726,DFW,LGA,,690.0,,0
24251,WN,1288,SLC,SEA,,,130.0,1
24252,OO,4757,PSC,SLC,,390.0,95.0,1
24253,OO,6474,SEA,LAX,6.0,,149.0,1
24254,DL,252,FLL,DTW,,692.0,,0
24255,AS,889,SAN,OGG,7.0,,,0
24256,OO,6397,LAX,SBP,,,54.0,1
24257,9E,4137,DTW,MBS,,,,1
24258,AS,754,SEA,STL,1.0,675.0,225.0,0
24259,DL,2010,DFW,ATL,,870.0,126.0,1
24260,MQ,4105,CLT,ORD,2.0,450.0,140.0,0
24261,MQ,4197,BNA,ORD,,750.0,,0
24262,WN,2298,SNA,SFO,3.0,,85.0,1
24263,OO,6464,SFO,RDM,,,95.0,1
24264,US,2130,LGA,BOS,,,,0
24265,OO,4635,SLC,SJC,7.0,,,0
24266,OH,6278,XNA,CVG,5.0,675.0,,0
24267,XE,2343,CLT,IAH,,,176.0,0
24268,OO,7049,DEN,SMF,1.0,,156.0,1
24269,F9,817,DEN,MCI,3.0,,93.0,1
24270,AA,1757,LGA,STL,,725.0,,0
24271,9E,4156,MEM,MKE,2.0,,108.0,0
24272,OO,6278,DEN,ASE,,1125.0,,1
24273,HA,196,HNL,OGG,,1135.0,37.0,0
24274,DL,2471,ATL,BZN,,,,0
24275,MQ,3934,ORD,FSD,,,100.0,0
24276,AA,1073,DFW,DEN,,,120.0,0
24277,OO,4617,SLC,BZN,,1300.0,,1
24278,WN,642,LAX,SLC,5.0,,110.0,1
24279,MQ,2909,DFW,TYS,,1110.0,115.0,0
24280,OO,4728,SLC,MFR,,669.0,118.0,0
24281,FL,199,DCA,ATL,3.0,883.0,120.0,1
24282,DL,1147,ATL,PBI,,,,1
24283,WN,135,MDW,MCI,,920.0,,1
24284,OH,6490,LGA,RDU,,620.0,,0
24285,YV,2863,PHX,FLG,1.0,1255.0,,1
24286,WN,1118,ELP,LAX,,1135.0,,1
24287,CO,1636,LGA,CLE,7.0,,104.0,0
24288,HA,342,HNL,ITO,4.0,,50.0,0
24289,WN,1588,BNA,PHX,,,,1
24290,MQ,3676,MIA,CMH,,,,0
24291,YV,2837,PHX,BUR,,910.0,88.0,0
24292,MQ,3045,DEN,LAX,3.0,950.0,150.0,0
24293,FL,703,ATL,DAY,,,91.0,0
24294,YV,2855,PHX,FLG,,,66.0,0
24295,HA,224,LIH,HNL,,,30.0,0
24296,WN,3504,DAL,AUS,5.0,,,1
24297,DL,1327,DTW,BDL,,,101.0,1
24298,MQ,3135,SJC,LAX,1.0,1195.0,,0
24299,US,2022,DCA,BOS,,,,0
24300,XE,2536,IAH,CLT,2.0,,136.0,0
24301,DL,1560,SEA,CVG,,,257.0,1
24302,MQ,2903,VPS,DFW,4.0,,140.0,1
24303,DL,1301,IND,ATL,,360.0,105.0,0
24304,YV,2734,AUS,PHX,,,,1
24305,OH,6769,ATL,HSV,6.0,670.0,,0
24306,9E,4369,ORF,DTW,3.0,,,1
24307,F9,171,DEN,TUS,,,,1
24308,OO,6330,HLN,DEN,,,113.0,0
24309,DL,2317,DTW,LAS,3.0,,272.0,0
24310,UA,920,ORD,BOS,2.0,740.0,,0
24311,AS,21,ORD,SEA,,,280.0,0
24312,FL,509,MKE,LGA,1.0,904.0,,1
24313,US,2188,DCA,LGA,7.0,,,0
24314,EV,5291,ATL,ECP,,570.0,,1
24315,AA,2024,DFW,BNA,6.0,730.0,,0
24316,WN,2411,RDU,STL,,,140.0,1
